event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,displacement_present,velocity_present,steer_present,head_present,eye_present,environment_states_present,distance_to_target_m,velocity_kmh,steering,head_history_json,eye_history_json,environment_json,control,instruction,inference_ms,control_present,instruction_present
llm_inference,52200000000,52200.0,52512.245946,1782184090638615399,0,1,1,1,1,1,1,1049.2077871854954,21.430310979785204,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,239.8834580089897,1,1
llm_inference,52600000000,52600.0,52923.348128,1782184091038615399,0,1,1,1,1,1,1,1016.9556493621658,13.926242942835367,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,251.80670199915767,1,1
llm_inference,53000000000,53000.0,53314.537608,1782184091438615399,0,1,1,1,1,1,1,984.7652463579325,13.851638223589681,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,244.17907907627523,1,1
llm_inference,53400000000,53400.0,53771.335982,1782184091838615399,0,1,1,1,1,1,1,952.5306149166454,16.26102984637407,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,262.3682590201497,1,1
llm_inference,53800000000,53800.0,54120.287218,1782184092238615399,0,1,1,1,1,1,1,920.3086379767292,19.18213481206394,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,249.65689703822136,1,1
llm_inference,54200000000,54200.0,54508.095957,1782184092638615399,0,1,1,1,1,1,1,888.0772602215184,21.572724824459243,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,239.2204839270562,1,1
llm_inference,54600000000,54600.0,54913.682468,1782184093038615399,0,1,1,1,1,1,1,855.8361324873786,23.795756261419232,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,243.97014803253114,1,1
llm_inference,55000000000,55000.0,55325.499147,1782184093438615399,0,1,1,1,1,1,1,823.5849941350098,26.070138300821846,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,256.83556497097015,1,1
llm_inference,55400000000,55400.0,55767.078168,1782184093838615399,0,1,1,1,1,1,1,791.3236366393858,28.341108415636647,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,250.2620369195938,1,1
llm_inference,55800000000,55800.0,56108.55177,1782184094238615399,0,1,1,1,1,1,1,759.0518819680483,30.736235368212693,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,240.24895392358303,1,1
llm_inference,56200000000,56200.0,56522.8092,1782184094638615399,0,1,1,1,1,1,1,726.7622263897483,33.23341182407323,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,255.89572195895016,1,1
llm_inference,56600000000,56600.0,56921.254839,1782184095038615399,0,1,1,1,1,1,1,694.4630952221632,34.910803926330274,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,253.69482208043337,1,1
llm_inference,57000000000,57000.0,57318.178355,1782184095438615399,0,1,1,1,1,1,1,662.1570604903609,35.731594390984,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,251.21714803390205,1,1
llm_inference,57400000000,57400.0,57761.366506,1782184095838615399,0,1,1,1,1,1,1,629.8396768257971,36.70699740467355,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,243.91197692602873,1,1
llm_inference,57800000000,57800.0,58113.902315,1782184096238615399,0,1,1,1,1,1,1,597.1611265685115,37.52519036678159,0,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,246.70001887716353,1,1
llm_inference,58200000000,58200.0,58529.976021,1782184096638615399,0,1,1,1,1,1,1,562.878599502089,37.182733873925145,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,263.4562139865011,1,1
llm_inference,58600000000,58600.0,58906.315948,1782184097038615399,0,1,1,1,1,1,1,528.07616342051,36.845908253009696,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,240.57732499204576,1,1
llm_inference,59000000000,59000.0,59324.949538,1782184097438615399,0,1,1,1,1,1,1,493.7673232401203,36.51457100893164,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",ACTUATE,Reduce speed.,259.7027199808508,1,1
llm_inference,59400000000,59400.0,59803.097065,1782184097838615399,0,1,1,1,1,1,1,459.81528877490746,37.027018707321965,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Reduce speed.,286.2846818752587,1,1
llm_inference,59800000000,59800.0,60108.247605,1782184098238615399,0,1,1,1,1,1,1,425.8830247776741,38.56090398080218,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,244.8383930604905,1,1
llm_inference,60200000000,60200.0,60496.004911,1782184098638615399,0,1,1,1,1,1,1,392.2768838379443,40.46521151958274,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,232.84846800379455,1,1
llm_inference,60600000000,60600.0,60911.039491,1782184099038615399,0,1,1,1,1,1,1,359.74455368851886,41.69502992764699,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,248.05085500702262,1,1
llm_inference,61000000000,61000.0,61304.932561,1782184099438615399,0,1,1,1,1,1,1,327.211203005013,42.64917474092639,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,242.5785579252988,1,1
llm_inference,61400000000,61400.0,61748.30799,1782184099838615399,0,1,1,1,1,1,1,294.70160974616283,43.1023441920803,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,237.17957315966487,1,1
llm_inference,61800000000,61800.0,62116.19199,1782184100238615399,0,1,1,1,1,1,1,262.17439355895385,43.59083724711051,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,254.38090390525758,1,1
llm_inference,62200000000,62200.0,62492.72681,1782184100638615399,0,1,1,1,1,1,1,229.57778310780122,44.29715238409405,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,231.8491698242724,1,1
llm_inference,62600000000,62600.0,62908.560742,1782184101038615399,0,1,1,1,1,1,1,196.91696120573488,45.072565963456725,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Reduce speed.,246.696210000664,1,1
llm_inference,63000000000,63000.0,63311.074911,1782184101438615399,0,1,1,1,1,1,1,164.1904471624257,45.83726186859954,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 0}",NONE,,249.7004580218345,1,1
llm_inference,63400000000,63400.0,63754.780661,1782184101838615399,0,1,1,1,1,1,1,131.4156545977812,45.64645279633657,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,244.0115730278194,1,1
llm_inference,63800000000,63800.0,64098.256854,1782184102238615399,0,1,1,1,1,1,1,98.60511594411946,40.482074481831084,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,236.13296495750546,1,1
llm_inference,64200000000,64200.0,64515.268228,1782184102638615399,0,1,1,1,1,1,1,65.7480504163168,30.03129696080335,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,253.75090981833637,1,1
llm_inference,64600000000,64600.0,64909.815773,1782184103038615399,0,1,1,1,1,1,1,32.839430657902994,17.62181345337299,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""EXIT"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,248.82858316414058,1,1
llm_inference,65000000000,65000.0,65379.781164,1782184103438615399,0,1,1,1,1,1,1,24.874052334338558,3.1534731958856836,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""STOP_SIGN"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",ACTUATE,Stop before the sign and look LEFT and RIGHT before moving ahead.,317.20425304956734,1,1
llm_inference,65400000000,65400.0,65847.836412,1782184103838615399,0,1,1,1,1,1,1,15.67072510818889,0.0,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""STOP_SIGN"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,336.6031269542873,1,1
llm_inference,65800000000,65800.0,66171.195281,1782184104238615399,0,1,1,1,1,1,1,14.787191011184404,0.0,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""STOP_SIGN"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,311.5329770371318,1,1
llm_inference,66200000000,66200.0,66550.67642,1782184104638615399,0,1,1,1,1,1,1,14.636284366096334,0.0,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""STOP_SIGN"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,290.31484201550484,1,1
llm_inference,66600000000,66600.0,66938.679003,1782184105038615399,0,1,1,1,1,1,1,14.629045289532769,0.0,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""STOP_SIGN"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",ACTUATE,Stop before the stop sign.,277.6651701424271,1,1
llm_inference,67000000000,67000.0,67360.202276,1782184105438615399,0,1,1,1,1,1,1,14.62185625658185,0.0,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""STOP_SIGN"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,300.3491829149425,1,1
llm_inference,67400000000,67400.0,67807.968927,1782184105838615399,0,1,1,1,1,1,1,14.61473228604791,0.0,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""STOP_SIGN"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,307.56221315823495,1,1
llm_inference,67800000000,67800.0,68158.862721,1782184106238615399,0,1,1,1,1,1,1,14.607655207260905,0.0,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""STOP_SIGN"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,297.30625404044986,1,1
llm_inference,68200000000,68200.0,68568.318938,1782184106638615399,0,1,1,1,1,1,1,14.600678472552318,0.0,1,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""STOP_SIGN"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,309.2433961573988,1,1
llm_inference,68600000000,68600.0,68952.746336,1782184107038615399,0,1,1,1,1,1,1,14.59378992974598,0.0,1,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""STOP_SIGN"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,292.25496808066964,1,1
llm_inference,69000000000,69000.0,69346.476388,1782184107438615399,0,1,1,1,1,1,1,14.58698396584441,0.0,1,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""STOP_SIGN"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,286.5680060349405,1,1
llm_inference,69400000000,69400.0,69776.390262,1782184107838615399,0,1,1,1,1,1,1,14.580252247728822,0.0,1,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""LEFT""]","{""road_phase"": ""STOP_SIGN"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",WARNING,Look LEFT and RIGHT before moving ahead.,270.43851907365024,1,1
llm_inference,69800000000,69800.0,70161.714637,1782184108238615399,0,1,1,1,1,1,1,9.145640820980589,3.440487905904603,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","{""road_phase"": ""STOP_SIGN"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,301.84072093106806,1,1
llm_inference,70200000000,70200.0,70565.996468,1782184108638615399,0,1,1,1,1,1,1,2.198352398255338,9.16130299557763,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""YIELD"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,306.465488858521,1,1
llm_inference,70600000000,70600.0,70961.262113,1782184109038615399,0,1,1,1,1,1,1,68.54911282616467,14.860678705634333,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""MOVE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,302.6781198568642,1,1
llm_inference,71000000000,71000.0,71321.196855,1782184109438615399,0,1,1,1,1,1,1,34.91114817751168,20.52431001725917,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""MOVE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,262.59478204883635,1,1
llm_inference,71400000000,71400.0,71790.412356,1782184109838615399,0,1,1,1,1,1,1,1.023513312594332,26.138237957744952,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""MOVE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",NONE,,283.02519186399877,1,1
llm_inference,71800000000,71800.0,72118.974561,1782184110238615399,0,1,1,1,1,1,1,0.0,31.688985146565162,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""MOVE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",WARNING,Increase speed.,260.92955796048045,1,1
llm_inference,72200000000,72200.0,72539.855137,1782184110638615399,0,1,1,1,1,1,1,0.0,37.16368145456143,2,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""MOVE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 1, ""cross_right_car_present"": 1}",WARNING,Increase speed.,281.5438990946859,1,1
llm_inference,72600000000,72600.0,72909.520226,1782184111038615399,0,1,1,1,1,1,1,0.0,38.58365470561558,2,"[""CENTER"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""MOVE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,250.9769289754331,1,1
llm_inference,73000000000,73000.0,73311.68012,1782184111438615399,0,1,1,1,1,1,1,0.0,38.22347095582117,2,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""MOVE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Increase speed.,254.81616193428636,1,1
llm_inference,73400000000,73400.0,73772.656182,1782184111838615399,0,1,1,1,1,1,1,0.0,23.55035675018864,2,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""MOVE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,261.5144969895482,1,1
llm_inference,73800000000,73800.0,74106.486968,1782184112238615399,0,1,1,1,1,1,1,0.0,9.042208071978918,2,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""MOVE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,248.40151309035718,1,1
llm_inference,74200000000,74200.0,74553.529538,1782184112638615399,0,1,1,1,1,1,1,0.0,0.0,2,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""MOVE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,295.8910670131445,1,1
llm_inference,74600000000,74600.0,74967.675235,1782184113038615399,0,1,1,1,1,1,1,0.0,0.0,1,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""MOVE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,310.0576321594417,1,1
llm_inference,75000000000,75000.0,75334.124654,1782184113438615399,0,1,1,1,1,1,1,0.0,0.0,1,"[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","[""RIGHT"", ""RIGHT"", ""RIGHT"", ""RIGHT""]","{""road_phase"": ""MOVE"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,276.4802370220423,1,1
